finding_id,asset_id,hostname,severity,cvss_score,risk_score,cve_id,vuln_title,mitre_tactic,cisa_kev,exploited_in_wild,status,days_open,sla_days,sla_breached,detected_date,last_seen_date,source,owner_team,owner_email,region,asset_type,os_family,remediation
FND-004150,AST-000110,vc-prd-usw-9921,Critical,9.8,9.7,CVE-2021-21985,vCenter RCE,RemoteCodeExecution,1,1,Open,55,7,1,2024-12-10,2025-02-03,Qualys,Cloud Team,cloud.alerts@example.com,US,Server,Linux,Patch vCenter
FND-004151,AST-000111,api-prd-usw-2044,High,8.6,8.3,CVE-2022-30190,Follina MSDT,Execution,0,0,Open,88,30,1,2024-11-15,2025-01-29,Defender,Endpoint Team,endpoint.alerts@example.com,US,Workstation,Windows,Disable MSDT
FND-004152,AST-000112,web-prd-euw-7710,High,8.4,8.1,CVE-2023-20887,VMware Auth Bypass,InitialAccess,1,0,Open,62,30,1,2024-12-01,2025-01-31,Qualys,Cloud Team,cloud.alerts@example.com,EU,Server,Linux,Patch VMware products
FND-004153,AST-000113,db-prd-apac-3302,Critical,9.6,9.5,CVE-2020-0601,CryptoAPI Spoofing,DefenseEvasion,1,1,Open,130,7,1,2024-09-25,2025-02-01,Defender,IAM Team,iam.alerts@example.com,APAC,Server,Windows,Apply Microsoft patch
FND-004154,AST-000114,api-prd-in1-9931,High,8.9,8.6,CVE-2023-27997,FortiOS Heap Overflow,InitialAccess,1,1,Open,48,30,1,2024-12-18,2025-02-01,Qualys,Network Team,net.alerts@example.com,IND,NetworkDevice,NetworkOS,Upgrade FortiOS
FND-004155,AST-000115,web-prd-usw-5512,Medium,6.8,6.5,CVE-2022-41040,Exchange SSRF,InitialAccess,0,0,Open,92,90,1,2024-11-01,2025-01-28,Defender,Messaging Team,msg.alerts@example.com,US,Server,Windows,Apply Exchange updates
FND-004156,AST-000101,web-prd-usw-0042,Critical,10.0,10.0,CVE-2021-44228,Log4Shell RCE,RemoteCodeExecution,1,1,Open,120,7,1,2024-10-05,2025-02-01,Qualys,AppSec Team,appsec.alerts@example.com,US,Server,Linux,Upgrade Log4j immediately
FND-004157,AST-000102,api-prd-usw-1123,Critical,9.8,9.6,CVE-2020-1472,Zerologon,PrivilegeEscalation,1,1,Open,95,7,1,2024-11-01,2025-02-01,Defender,IAM Team,iam.alerts@example.com,US,Server,Windows,Patch domain controllers
FND-004158,AST-000103,db-prd-in1-2301,High,9.1,8.9,CVE-2023-34362,MOVEit SQLi,DataExfiltration,1,1,In Progress,42,30,1,2024-12-20,2025-02-01,Tenable,AppSec Team,appsec.alerts@example.com,IND,Database,Linux,Patch MOVEit and rotate creds
FND-004159,AST-000104,win-prd-euw-8891,High,8.8,8.7,CVE-2019-0708,BlueKeep,RemoteCodeExecution,1,0,Open,60,30,1,2024-12-05,2025-01-28,Qualys,Endpoint Team,endpoint.alerts@example.com,EU,Workstation,Windows,Patch Windows and restrict RDP
FND-004160,AST-000105,k8s-prd-usw-7712,Critical,9.8,9.9,CVE-2022-22965,Spring4Shell,RemoteCodeExecution,1,1,Open,75,7,1,2024-11-20,2025-02-03,Snyk,Cloud Team,cloud.alerts@example.com,US,Container,ContainerOS,Upgrade Spring framework
FND-004161,AST-000106,mail-prd-use-3321,High,9.8,9.3,CVE-2023-23397,Outlook NTLM Leak,CredentialAccess,1,1,Mitigated,20,30,0,2025-01-05,2025-01-27,Defender,Endpoint Team,endpoint.alerts@example.com,US,Laptop,Windows,Apply Outlook patch
FND-004162,AST-000107,net-prd-apac-1209,Critical,9.8,9.6,CVE-2023-46747,F5 BIG-IP Auth Bypass,InitialAccess,1,0,Open,35,7,1,2024-12-30,2025-02-02,Qualys,Network Team,net.alerts@example.com,APAC,NetworkDevice,NetworkOS,Patch BIG-IP firmware
FND-004163,AST-000108,collab-prd-usw-8821,High,9.4,9.1,CVE-2023-3519,Citrix NetScaler RCE,InitialAccess,1,1,Open,40,30,1,2024-12-25,2025-02-01,Rapid7,Collaboration Team,collab.alerts@example.com,US,Server,Linux,Apply Citrix updates
FND-004164,AST-000109,print-prd-euw-4421,Medium,7.8,7.4,CVE-2021-34527,PrintNightmare,PrivilegeEscalation,0,0,Open,110,90,1,2024-10-15,2025-01-30,Defender,IT Team,it.alerts@example.com,EU,Server,Windows,Disable print spooler
FND-004165,AST-000110,vc-prd-usw-9921,Critical,9.8,9.7,CVE-2021-21985,vCenter RCE,RemoteCodeExecution,1,1,Open,55,7,1,2024-12-10,2025-02-03,Qualys,Cloud Team,cloud.alerts@example.com,US,Server,Linux,Patch vCenter
FND-004166,AST-000111,api-prd-usw-2044,High,8.6,8.3,CVE-2022-30190,Follina MSDT,Execution,0,0,Open,88,30,1,2024-11-15,2025-01-29,Defender,Endpoint Team,endpoint.alerts@example.com,US,Workstation,Windows,Disable MSDT
FND-004167,AST-000112,web-prd-euw-7710,High,8.4,8.1,CVE-2023-20887,VMware Auth Bypass,InitialAccess,1,0,Open,62,30,1,2024-12-01,2025-01-31,Qualys,Cloud Team,cloud.alerts@example.com,EU,Server,Linux,Patch VMware products
FND-004168,AST-000113,db-prd-apac-3302,Critical,9.6,9.5,CVE-2020-0601,CryptoAPI Spoofing,DefenseEvasion,1,1,Open,130,7,1,2024-09-25,2025-02-01,Defender,IAM Team,iam.alerts@example.com,APAC,Server,Windows,Apply Microsoft patch
FND-004169,AST-000114,api-prd-in1-9931,High,8.9,8.6,CVE-2023-27997,FortiOS Heap Overflow,InitialAccess,1,1,Open,48,30,1,2024-12-18,2025-02-01,Qualys,Network Team,net.alerts@example.com,IND,NetworkDevice,NetworkOS,Upgrade FortiOS
FND-004170,AST-000115,web-prd-usw-5512,Medium,6.8,6.5,CVE-2022-41040,Exchange SSRF,InitialAccess,0,0,Open,92,90,1,2024-11-01,2025-01-28,Defender,Messaging Team,msg.alerts@example.com,US,Server,Windows,Apply Exchange updates
FND-004171,AST-000101,web-prd-usw-0042,Critical,10.0,10.0,CVE-2021-44228,Log4Shell RCE,RemoteCodeExecution,1,1,Open,120,7,1,2024-10-05,2025-02-01,Qualys,AppSec Team,appsec.alerts@example.com,US,Server,Linux,Upgrade Log4j immediately
FND-004172,AST-000102,api-prd-usw-1123,Critical,9.8,9.6,CVE-2020-1472,Zerologon,PrivilegeEscalation,1,1,Open,95,7,1,2024-11-01,2025-02-01,Defender,IAM Team,iam.alerts@example.com,US,Server,Windows,Patch domain controllers
FND-004173,AST-000103,db-prd-in1-2301,High,9.1,8.9,CVE-2023-34362,MOVEit SQLi,DataExfiltration,1,1,In Progress,42,30,1,2024-12-20,2025-02-01,Tenable,AppSec Team,appsec.alerts@example.com,IND,Database,Linux,Patch MOVEit and rotate creds
FND-004174,AST-000104,win-prd-euw-8891,High,8.8,8.7,CVE-2019-0708,BlueKeep,RemoteCodeExecution,1,0,Open,60,30,1,2024-12-05,2025-01-28,Qualys,Endpoint Team,endpoint.alerts@example.com,EU,Workstation,Windows,Patch Windows and restrict RDP
FND-004175,AST-000105,k8s-prd-usw-7712,Critical,9.8,9.9,CVE-2022-22965,Spring4Shell,RemoteCodeExecution,1,1,Open,75,7,1,2024-11-20,2025-02-03,Snyk,Cloud Team,cloud.alerts@example.com,US,Container,ContainerOS,Upgrade Spring framework
FND-004176,AST-000106,mail-prd-use-3321,High,9.8,9.3,CVE-2023-23397,Outlook NTLM Leak,CredentialAccess,1,1,Mitigated,20,30,0,2025-01-05,2025-01-27,Defender,Endpoint Team,endpoint.alerts@example.com,US,Laptop,Windows,Apply Outlook patch
FND-004177,AST-000107,net-prd-apac-1209,Critical,9.8,9.6,CVE-2023-46747,F5 BIG-IP Auth Bypass,InitialAccess,1,0,Open,35,7,1,2024-12-30,2025-02-02,Qualys,Network Team,net.alerts@example.com,APAC,NetworkDevice,NetworkOS,Patch BIG-IP firmware
FND-004178,AST-000108,collab-prd-usw-8821,High,9.4,9.1,CVE-2023-3519,Citrix NetScaler RCE,InitialAccess,1,1,Open,40,30,1,2024-12-25,2025-02-01,Rapid7,Collaboration Team,collab.alerts@example.com,US,Server,Linux,Apply Citrix updates
FND-004179,AST-000109,print-prd-euw-4421,Medium,7.8,7.4,CVE-2021-34527,PrintNightmare,PrivilegeEscalation,0,0,Open,110,90,1,2024-10-15,2025-01-30,Defender,IT Team,it.alerts@example.com,EU,Server,Windows,Disable print spooler
FND-004180,AST-000110,vc-prd-usw-9921,Critical,9.8,9.7,CVE-2021-21985,vCenter RCE,RemoteCodeExecution,1,1,Open,55,7,1,2024-12-10,2025-02-03,Qualys,Cloud Team,cloud.alerts@example.com,US,Server,Linux,Patch vCenter
FND-004181,AST-000111,api-prd-usw-2044,High,8.6,8.3,CVE-2022-30190,Follina MSDT,Execution,0,0,Open,88,30,1,2024-11-15,2025-01-29,Defender,Endpoint Team,endpoint.alerts@example.com,US,Workstation,Windows,Disable MSDT
FND-004182,AST-000112,web-prd-euw-7710,High,8.4,8.1,CVE-2023-20887,VMware Auth Bypass,InitialAccess,1,0,Open,62,30,1,2024-12-01,2025-01-31,Qualys,Cloud Team,cloud.alerts@example.com,EU,Server,Linux,Patch VMware products
FND-004183,AST-000113,db-prd-apac-3302,Critical,9.6,9.5,CVE-2020-0601,CryptoAPI Spoofing,DefenseEvasion,1,1,Open,130,7,1,2024-09-25,2025-02-01,Defender,IAM Team,iam.alerts@example.com,APAC,Server,Windows,Apply Microsoft patch
FND-004184,AST-000114,api-prd-in1-9931,High,8.9,8.6,CVE-2023-27997,FortiOS Heap Overflow,InitialAccess,1,1,Open,48,30,1,2024-12-18,2025-02-01,Qualys,Network Team,net.alerts@example.com,IND,NetworkDevice,NetworkOS,Upgrade FortiOS
FND-004185,AST-000115,web-prd-usw-5512,Medium,6.8,6.5,CVE-2022-41040,Exchange SSRF,InitialAccess,0,0,Open,92,90,1,2024-11-01,2025-01-28,Defender,Messaging Team,msg.alerts@example.com,US,Server,Windows,Apply Exchange updates
FND-004186,AST-000101,web-prd-usw-0042,Critical,10.0,10.0,CVE-2021-44228,Log4Shell RCE,RemoteCodeExecution,1,1,Open,120,7,1,2024-10-05,2025-02-01,Qualys,AppSec Team,appsec.alerts@example.com,US,Server,Linux,Upgrade Log4j immediately
FND-004187,AST-000102,api-prd-usw-1123,Critical,9.8,9.6,CVE-2020-1472,Zerologon,PrivilegeEscalation,1,1,Open,95,7,1,2024-11-01,2025-02-01,Defender,IAM Team,iam.alerts@example.com,US,Server,Windows,Patch domain controllers
FND-004188,AST-000103,db-prd-in1-2301,High,9.1,8.9,CVE-2023-34362,MOVEit SQLi,DataExfiltration,1,1,In Progress,42,30,1,2024-12-20,2025-02-01,Tenable,AppSec Team,appsec.alerts@example.com,IND,Database,Linux,Patch MOVEit and rotate creds
FND-004189,AST-000104,win-prd-euw-8891,High,8.8,8.7,CVE-2019-0708,BlueKeep,RemoteCodeExecution,1,0,Open,60,30,1,2024-12-05,2025-01-28,Qualys,Endpoint Team,endpoint.alerts@example.com,EU,Workstation,Windows,Patch Windows and restrict RDP
FND-004190,AST-000105,k8s-prd-usw-7712,Critical,9.8,9.9,CVE-2022-22965,Spring4Shell,RemoteCodeExecution,1,1,Open,75,7,1,2024-11-20,2025-02-03,Snyk,Cloud Team,cloud.alerts@example.com,US,Container,ContainerOS,Upgrade Spring framework
FND-004191,AST-000106,mail-prd-use-3321,High,9.8,9.3,CVE-2023-23397,Outlook NTLM Leak,CredentialAccess,1,1,Mitigated,20,30,0,2025-01-05,2025-01-27,Defender,Endpoint Team,endpoint.alerts@example.com,US,Laptop,Windows,Apply Outlook patch
FND-004192,AST-000107,net-prd-apac-1209,Critical,9.8,9.6,CVE-2023-46747,F5 BIG-IP Auth Bypass,InitialAccess,1,0,Open,35,7,1,2024-12-30,2025-02-02,Qualys,Network Team,net.alerts@example.com,APAC,NetworkDevice,NetworkOS,Patch BIG-IP firmware
FND-004193,AST-000108,collab-prd-usw-8821,High,9.4,9.1,CVE-2023-3519,Citrix NetScaler RCE,InitialAccess,1,1,Open,40,30,1,2024-12-25,2025-02-01,Rapid7,Collaboration Team,collab.alerts@example.com,US,Server,Linux,Apply Citrix updates
FND-004194,AST-000109,print-prd-euw-4421,Medium,7.8,7.4,CVE-2021-34527,PrintNightmare,PrivilegeEscalation,0,0,Open,110,90,1,2024-10-15,2025-01-30,Defender,IT Team,it.alerts@example.com,EU,Server,Windows,Disable print spooler
FND-004195,AST-000110,vc-prd-usw-9921,Critical,9.8,9.7,CVE-2021-21985,vCenter RCE,RemoteCodeExecution,1,1,Open,55,7,1,2024-12-10,2025-02-03,Qualys,Cloud Team,cloud.alerts@example.com,US,Server,Linux,Patch vCenter
FND-004196,AST-000111,api-prd-usw-2044,High,8.6,8.3,CVE-2022-30190,Follina MSDT,Execution,0,0,Open,88,30,1,2024-11-15,2025-01-29,Defender,Endpoint Team,endpoint.alerts@example.com,US,Workstation,Windows,Disable MSDT
FND-004197,AST-000112,web-prd-euw-7710,High,8.4,8.1,CVE-2023-20887,VMware Auth Bypass,InitialAccess,1,0,Open,62,30,1,2024-12-01,2025-01-31,Qualys,Cloud Team,cloud.alerts@example.com,EU,Server,Linux,Patch VMware products
FND-004198,AST-000113,db-prd-apac-3302,Critical,9.6,9.5,CVE-2020-0601,CryptoAPI Spoofing,DefenseEvasion,1,1,Open,130,7,1,2024-09-25,2025-02-01,Defender,IAM Team,iam.alerts@example.com,APAC,Server,Windows,Apply Microsoft patch
FND-004199,AST-000114,api-prd-in1-9931,High,8.9,8.6,CVE-2023-27997,FortiOS Heap Overflow,InitialAccess,1,1,Open,48,30,1,2024-12-18,2025-02-01,Qualys,Network Team,net.alerts@example.com,IND,NetworkDevice,NetworkOS,Upgrade FortiOS
FND-004200,AST-000115,web-prd-usw-5512,Medium,6.8,6.5,CVE-2022-41040,Exchange SSRF,InitialAccess,0,0,Open,92,90,1,2024-11-01,2025-01-28,Defender,Messaging Team,msg.alerts@example.com,US,Server,Windows,Apply Exchange updates
FND-004201,AST-000101,web-prd-usw-0042,Critical,10.0,10.0,CVE-2021-44228,Log4Shell RCE,RemoteCodeExecution,1,1,Open,120,7,1,2024-10-05,2025-02-01,Qualys,AppSec Team,appsec.alerts@example.com,US,Server,Linux,Upgrade Log4j immediately
FND-004202,AST-000102,api-prd-usw-1123,Critical,9.8,9.6,CVE-2020-1472,Zerologon,PrivilegeEscalation,1,1,Open,95,7,1,2024-11-01,2025-02-01,Defender,IAM Team,iam.alerts@example.com,US,Server,Windows,Patch domain controllers
FND-004203,AST-000103,db-prd-in1-2301,High,9.1,8.9,CVE-2023-34362,MOVEit SQLi,DataExfiltration,1,1,In Progress,42,30,1,2024-12-20,2025-02-01,Tenable,AppSec Team,appsec.alerts@example.com,IND,Database,Linux,Patch MOVEit and rotate creds
FND-004204,AST-000104,win-prd-euw-8891,High,8.8,8.7,CVE-2019-0708,BlueKeep,RemoteCodeExecution,1,0,Open,60,30,1,2024-12-05,2025-01-28,Qualys,Endpoint Team,endpoint.alerts@example.com,EU,Workstation,Windows,Patch Windows and restrict RDP
FND-004205,AST-000105,k8s-prd-usw-7712,Critical,9.8,9.9,CVE-2022-22965,Spring4Shell,RemoteCodeExecution,1,1,Open,75,7,1,2024-11-20,2025-02-03,Snyk,Cloud Team,cloud.alerts@example.com,US,Container,ContainerOS,Upgrade Spring framework
FND-004206,AST-000106,mail-prd-use-3321,High,9.8,9.3,CVE-2023-23397,Outlook NTLM Leak,CredentialAccess,1,1,Mitigated,20,30,0,2025-01-05,2025-01-27,Defender,Endpoint Team,endpoint.alerts@example.com,US,Laptop,Windows,Apply Outlook patch
FND-004207,AST-000107,net-prd-apac-1209,Critical,9.8,9.6,CVE-2023-46747,F5 BIG-IP Auth Bypass,InitialAccess,1,0,Open,35,7,1,2024-12-30,2025-02-02,Qualys,Network Team,net.alerts@example.com,APAC,NetworkDevice,NetworkOS,Patch BIG-IP firmware
FND-004208,AST-000108,collab-prd-usw-8821,High,9.4,9.1,CVE-2023-3519,Citrix NetScaler RCE,InitialAccess,1,1,Open,40,30,1,2024-12-25,2025-02-01,Rapid7,Collaboration Team,collab.alerts@example.com,US,Server,Linux,Apply Citrix updates
FND-004209,AST-000109,print-prd-euw-4421,Medium,7.8,7.4,CVE-2021-34527,PrintNightmare,PrivilegeEscalation,0,0,Open,110,90,1,2024-10-15,2025-01-30,Defender,IT Team,it.alerts@example.com,EU,Server,Windows,Disable print spooler
FND-004210,AST-000110,vc-prd-usw-9921,Critical,9.8,9.7,CVE-2021-21985,vCenter RCE,RemoteCodeExecution,1,1,Open,55,7,1,2024-12-10,2025-02-03,Qualys,Cloud Team,cloud.alerts@example.com,US,Server,Linux,Patch vCenter
FND-004211,AST-000111,api-prd-usw-2044,High,8.6,8.3,CVE-2022-30190,Follina MSDT,Execution,0,0,Open,88,30,1,2024-11-15,2025-01-29,Defender,Endpoint Team,endpoint.alerts@example.com,US,Workstation,Windows,Disable MSDT
FND-004212,AST-000112,web-prd-euw-7710,High,8.4,8.1,CVE-2023-20887,VMware Auth Bypass,InitialAccess,1,0,Open,62,30,1,2024-12-01,2025-01-31,Qualys,Cloud Team,cloud.alerts@example.com,EU,Server,Linux,Patch VMware products
FND-004213,AST-000113,db-prd-apac-3302,Critical,9.6,9.5,CVE-2020-0601,CryptoAPI Spoofing,DefenseEvasion,1,1,Open,130,7,1,2024-09-25,2025-02-01,Defender,IAM Team,iam.alerts@example.com,APAC,Server,Windows,Apply Microsoft patch
FND-004214,AST-000114,api-prd-in1-9931,High,8.9,8.6,CVE-2023-27997,FortiOS Heap Overflow,InitialAccess,1,1,Open,48,30,1,2024-12-18,2025-02-01,Qualys,Network Team,net.alerts@example.com,IND,NetworkDevice,NetworkOS,Upgrade FortiOS
FND-004215,AST-000115,web-prd-usw-5512,Medium,6.8,6.5,CVE-2022-41040,Exchange SSRF,InitialAccess,0,0,Open,92,90,1,2024-11-01,2025-01-28,Defender,Messaging Team,msg.alerts@example.com,US,Server,Windows,Apply Exchange updates
FND-004216,AST-000101,web-prd-usw-0042,Critical,10.0,10.0,CVE-2021-44228,Log4Shell RCE,RemoteCodeExecution,1,1,Open,120,7,1,2024-10-05,2025-02-01,Qualys,AppSec Team,appsec.alerts@example.com,US,Server,Linux,Upgrade Log4j immediately
FND-004217,AST-000102,api-prd-usw-1123,Critical,9.8,9.6,CVE-2020-1472,Zerologon,PrivilegeEscalation,1,1,Open,95,7,1,2024-11-01,2025-02-01,Defender,IAM Team,iam.alerts@example.com,US,Server,Windows,Patch domain controllers
FND-004218,AST-000103,db-prd-in1-2301,High,9.1,8.9,CVE-2023-34362,MOVEit SQLi,DataExfiltration,1,1,In Progress,42,30,1,2024-12-20,2025-02-01,Tenable,AppSec Team,appsec.alerts@example.com,IND,Database,Linux,Patch MOVEit and rotate creds
FND-004219,AST-000104,win-prd-euw-8891,High,8.8,8.7,CVE-2019-0708,BlueKeep,RemoteCodeExecution,1,0,Open,60,30,1,2024-12-05,2025-01-28,Qualys,Endpoint Team,endpoint.alerts@example.com,EU,Workstation,Windows,Patch Windows and restrict RDP
FND-004220,AST-000105,k8s-prd-usw-7712,Critical,9.8,9.9,CVE-2022-22965,Spring4Shell,RemoteCodeExecution,1,1,Open,75,7,1,2024-11-20,2025-02-03,Snyk,Cloud Team,cloud.alerts@example.com,US,Container,ContainerOS,Upgrade Spring framework
FND-004221,AST-000106,mail-prd-use-3321,High,9.8,9.3,CVE-2023-23397,Outlook NTLM Leak,CredentialAccess,1,1,Mitigated,20,30,0,2025-01-05,2025-01-27,Defender,Endpoint Team,endpoint.alerts@example.com,US,Laptop,Windows,Apply Outlook patch
FND-004222,AST-000107,net-prd-apac-1209,Critical,9.8,9.6,CVE-2023-46747,F5 BIG-IP Auth Bypass,InitialAccess,1,0,Open,35,7,1,2024-12-30,2025-02-02,Qualys,Network Team,net.alerts@example.com,APAC,NetworkDevice,NetworkOS,Patch BIG-IP firmware
FND-004223,AST-000108,collab-prd-usw-8821,High,9.4,9.1,CVE-2023-3519,Citrix NetScaler RCE,InitialAccess,1,1,Open,40,30,1,2024-12-25,2025-02-01,Rapid7,Collaboration Team,collab.alerts@example.com,US,Server,Linux,Apply Citrix updates
FND-004224,AST-000109,print-prd-euw-4421,Medium,7.8,7.4,CVE-2021-34527,PrintNightmare,PrivilegeEscalation,0,0,Open,110,90,1,2024-10-15,2025-01-30,Defender,IT Team,it.alerts@example.com,EU,Server,Windows,Disable print spooler
FND-004225,AST-000110,vc-prd-usw-9921,Critical,9.8,9.7,CVE-2021-21985,vCenter RCE,RemoteCodeExecution,1,1,Open,55,7,1,2024-12-10,2025-02-03,Qualys,Cloud Team,cloud.alerts@example.com,US,Server,Linux,Patch vCenter
FND-004226,AST-000111,api-prd-usw-2044,High,8.6,8.3,CVE-2022-30190,Follina MSDT,Execution,0,0,Open,88,30,1,2024-11-15,2025-01-29,Defender,Endpoint Team,endpoint.alerts@example.com,US,Workstation,Windows,Disable MSDT
FND-004227,AST-000112,web-prd-euw-7710,High,8.4,8.1,CVE-2023-20887,VMware Auth Bypass,InitialAccess,1,0,Open,62,30,1,2024-12-01,2025-01-31,Qualys,Cloud Team,cloud.alerts@example.com,EU,Server,Linux,Patch VMware products
FND-004228,AST-000113,db-prd-apac-3302,Critical,9.6,9.5,CVE-2020-0601,CryptoAPI Spoofing,DefenseEvasion,1,1,Open,130,7,1,2024-09-25,2025-02-01,Defender,IAM Team,iam.alerts@example.com,APAC,Server,Windows,Apply Microsoft patch
FND-004229,AST-000114,api-prd-in1-9931,High,8.9,8.6,CVE-2023-27997,FortiOS Heap Overflow,InitialAccess,1,1,Open,48,30,1,2024-12-18,2025-02-01,Qualys,Network Team,net.alerts@example.com,IND,NetworkDevice,NetworkOS,Upgrade FortiOS
FND-004230,AST-000115,web-prd-usw-5512,Medium,6.8,6.5,CVE-2022-41040,Exchange SSRF,InitialAccess,0,0,Open,92,90,1,2024-11-01,2025-01-28,Defender,Messaging Team,msg.alerts@example.com,US,Server,Windows,Apply Exchange updates
FND-004231,AST-000101,web-prd-usw-0042,Critical,10.0,10.0,CVE-2021-44228,Log4Shell RCE,RemoteCodeExecution,1,1,Open,120,7,1,2024-10-05,2025-02-01,Qualys,AppSec Team,appsec.alerts@example.com,US,Server,Linux,Upgrade Log4j immediately
FND-004232,AST-000102,api-prd-usw-1123,Critical,9.8,9.6,CVE-2020-1472,Zerologon,PrivilegeEscalation,1,1,Open,95,7,1,2024-11-01,2025-02-01,Defender,IAM Team,iam.alerts@example.com,US,Server,Windows,Patch domain controllers
FND-004233,AST-000103,db-prd-in1-2301,High,9.1,8.9,CVE-2023-34362,MOVEit SQLi,DataExfiltration,1,1,In Progress,42,30,1,2024-12-20,2025-02-01,Tenable,AppSec Team,appsec.alerts@example.com,IND,Database,Linux,Patch MOVEit and rotate creds
FND-004234,AST-000104,win-prd-euw-8891,High,8.8,8.7,CVE-2019-0708,BlueKeep,RemoteCodeExecution,1,0,Open,60,30,1,2024-12-05,2025-01-28,Qualys,Endpoint Team,endpoint.alerts@example.com,EU,Workstation,Windows,Patch Windows and restrict RDP
FND-004235,AST-000105,k8s-prd-usw-7712,Critical,9.8,9.9,CVE-2022-22965,Spring4Shell,RemoteCodeExecution,1,1,Open,75,7,1,2024-11-20,2025-02-03,Snyk,Cloud Team,cloud.alerts@example.com,US,Container,ContainerOS,Upgrade Spring framework
FND-004236,AST-000106,mail-prd-use-3321,High,9.8,9.3,CVE-2023-23397,Outlook NTLM Leak,CredentialAccess,1,1,Mitigated,20,30,0,2025-01-05,2025-01-27,Defender,Endpoint Team,endpoint.alerts@example.com,US,Laptop,Windows,Apply Outlook patch
FND-004237,AST-000107,net-prd-apac-1209,Critical,9.8,9.6,CVE-2023-46747,F5 BIG-IP Auth Bypass,InitialAccess,1,0,Open,35,7,1,2024-12-30,2025-02-02,Qualys,Network Team,net.alerts@example.com,APAC,NetworkDevice,NetworkOS,Patch BIG-IP firmware
FND-004238,AST-000108,collab-prd-usw-8821,High,9.4,9.1,CVE-2023-3519,Citrix NetScaler RCE,InitialAccess,1,1,Open,40,30,1,2024-12-25,2025-02-01,Rapid7,Collaboration Team,collab.alerts@example.com,US,Server,Linux,Apply Citrix updates
FND-004239,AST-000109,print-prd-euw-4421,Medium,7.8,7.4,CVE-2021-34527,PrintNightmare,PrivilegeEscalation,0,0,Open,110,90,1,2024-10-15,2025-01-30,Defender,IT Team,it.alerts@example.com,EU,Server,Windows,Disable print spooler
FND-004240,AST-000110,vc-prd-usw-9921,Critical,9.8,9.7,CVE-2021-21985,vCenter RCE,RemoteCodeExecution,1,1,Open,55,7,1,2024-12-10,2025-02-03,Qualys,Cloud Team,cloud.alerts@example.com,US,Server,Linux,Patch vCenter
FND-004241,AST-000111,api-prd-usw-2044,High,8.6,8.3,CVE-2022-30190,Follina MSDT,Execution,0,0,Open,88,30,1,2024-11-15,2025-01-29,Defender,Endpoint Team,endpoint.alerts@example.com,US,Workstation,Windows,Disable MSDT
FND-004242,AST-000112,web-prd-euw-7710,High,8.4,8.1,CVE-2023-20887,VMware Auth Bypass,InitialAccess,1,0,Open,62,30,1,2024-12-01,2025-01-31,Qualys,Cloud Team,cloud.alerts@example.com,EU,Server,Linux,Patch VMware products
FND-004243,AST-000113,db-prd-apac-3302,Critical,9.6,9.5,CVE-2020-0601,CryptoAPI Spoofing,DefenseEvasion,1,1,Open,130,7,1,2024-09-25,2025-02-01,Defender,IAM Team,iam.alerts@example.com,APAC,Server,Windows,Apply Microsoft patch
FND-004244,AST-000114,api-prd-in1-9931,High,8.9,8.6,CVE-2023-27997,FortiOS Heap Overflow,InitialAccess,1,1,Open,48,30,1,2024-12-18,2025-02-01,Qualys,Network Team,net.alerts@example.com,IND,NetworkDevice,NetworkOS,Upgrade FortiOS
FND-004245,AST-000115,web-prd-usw-5512,Medium,6.8,6.5,CVE-2022-41040,Exchange SSRF,InitialAccess,0,0,Open,92,90,1,2024-11-01,2025-01-28,Defender,Messaging Team,msg.alerts@example.com,US,Server,Windows,Apply Exchange updates
FND-004246,AST-000101,web-prd-usw-0042,Critical,10.0,10.0,CVE-2021-44228,Log4Shell RCE,RemoteCodeExecution,1,1,Open,120,7,1,2024-10-05,2025-02-01,Qualys,AppSec Team,appsec.alerts@example.com,US,Server,Linux,Upgrade Log4j immediately
FND-004247,AST-000102,api-prd-usw-1123,Critical,9.8,9.6,CVE-2020-1472,Zerologon,PrivilegeEscalation,1,1,Open,95,7,1,2024-11-01,2025-02-01,Defender,IAM Team,iam.alerts@example.com,US,Server,Windows,Patch domain controllers
FND-004248,AST-000103,db-prd-in1-2301,High,9.1,8.9,CVE-2023-34362,MOVEit SQLi,DataExfiltration,1,1,In Progress,42,30,1,2024-12-20,2025-02-01,Tenable,AppSec Team,appsec.alerts@example.com,IND,Database,Linux,Patch MOVEit and rotate creds
FND-004249,AST-000104,win-prd-euw-8891,High,8.8,8.7,CVE-2019-0708,BlueKeep,RemoteCodeExecution,1,0,Open,60,30,1,2024-12-05,2025-01-28,Qualys,Endpoint Team,endpoint.alerts@example.com,EU,Workstation,Windows,Patch Windows and restrict RDP
FND-004250,AST-000105,k8s-prd-usw-7712,Critical,9.8,9.9,CVE-2022-22965,Spring4Shell,RemoteCodeExecution,1,1,Open,75,7,1,2024-11-20,2025-02-03,Snyk,Cloud Team,cloud.alerts@example.com,US,Container,ContainerOS,Upgrade Spring framework
FND-004251,AST-000106,mail-prd-use-3321,High,9.8,9.3,CVE-2023-23397,Outlook NTLM Leak,CredentialAccess,1,1,Mitigated,20,30,0,2025-01-05,2025-01-27,Defender,Endpoint Team,endpoint.alerts@example.com,US,Laptop,Windows,Apply Outlook patch
